row.names.cor.mat.	AUC
ZNF252	ZNF252	0.287419756203986
APOBEC1	APOBEC1	0.287406826413669
NTN3	NTN3	0.287318947127943
LOC100132177	LOC100132177	0.287285962632509
LINGO1	LINGO1	0.287250859074079
RNF7	RNF7	0.287246308773988
RNASEN	RNASEN	0.287237165966113
XPR1	XPR1	0.287233306712079
LTV1	LTV1	0.287220911975079
LOC730329	LOC730329	0.287190979671755
LOC731884	LOC731884	0.287096507797808
TRIM59	TRIM59	0.287037495066101
STOML2	STOML2	0.286994289928908
LOC100132728	LOC100132728	0.28698921734464
BARHL2	BARHL2	0.286961501898734
C9ORF82	C9ORF82	0.286948667655241
PPARGC1A	PPARGC1A	0.286943164463828
LOC645032	LOC645032	0.28693324120884
LOC100131726	LOC100131726	0.286902631706589
LOC645179	LOC645179	0.286862961543992
ADRB1	ADRB1	0.286797160827111
HS.348697	HS.348697	0.286786648003294
FUT9	FUT9	0.286762993899368
PPARBP	PPARBP	0.28674664642233
ENAH	ENAH	0.286662274974259
HS.95481	HS.95481	0.286632019279092
RABL3	RABL3	0.286621073357276
PIGH	PIGH	0.286606934843771
C19ORF57	C19ORF57	0.286574268824293
TRAPPC6A	TRAPPC6A	0.286490151499397
CYP7B1	CYP7B1	0.286472851997685
LOC653115	LOC653115	0.286409000837252
SPATA17	SPATA17	0.286394723199881
LOC729858	LOC729858	0.286349852742451
VARS	VARS	0.286254884862093
LOC642550	LOC642550	0.286220703821049
MIER1	MIER1	0.286205932869734
SHE	SHE	0.286192081465829
LOC100133050	LOC100133050	0.286162823393035
GTSF1	GTSF1	0.286144613633888
LOC728163	LOC728163	0.286131270120954
LOC647946	LOC647946	0.286112609840911
CYTH1	CYTH1	0.286106843460057
KIFAP3	KIFAP3	0.286075159239522
TTPAL	TTPAL	0.286054808574353
HS.570650	HS.570650	0.286017147985099
LOC650339	LOC650339	0.285999124512952
SLA2	SLA2	0.285995537559903
PDCD2	PDCD2	0.285972928519916
CCDC110	CCDC110	0.285914085779282
LOC100128547	LOC100128547	0.285873605553182
HS.564154	HS.564154	0.28586353743865
LOC388276	LOC388276	0.285847860295698
LOC100134272	LOC100134272	0.285841488983955
LOC647876	LOC647876	0.285826008885946
LOC729941	LOC729941	0.285821059667507
NCAPG	NCAPG	0.28580309617828
TTTY4B	TTTY4B	0.285717095040596
LOC647651	LOC647651	0.285666489487034
ZRANB1	ZRANB1	0.285655759048826
UBOX5	UBOX5	0.285628450940694
MFAP3L	MFAP3L	0.285613342418901
UBXN2A	UBXN2A	0.285605025779826
GAB3	GAB3	0.285583046834275
MTSS1L	MTSS1L	0.285576589914657
HS.130344	HS.130344	0.285570535455428
KIR3DL3	KIR3DL3	0.285555906097464
CHD7	CHD7	0.285438391749867
HS.551361	HS.551361	0.285402964071926
LOC100128578	LOC100128578	0.285363765427709
SLC39A14	SLC39A14	0.285333804642198
LUM	LUM	0.285324635050255
LOC390364	LOC390364	0.285230609056497
ZNF419	ZNF419	0.285126804040251
LOC731186	LOC731186	0.285106315978932
EFCAB7	EFCAB7	0.285088821662777
HEATR5B	HEATR5B	0.285081518878566
LOC729494	LOC729494	0.285023352925345
LOC644662	LOC644662	0.284925278146568
NUP205	NUP205	0.284832139253386
LOC731797	LOC731797	0.284819513828378
DENND4C	DENND4C	0.284808551477236
LOC653600	LOC653600	0.284803262700926
BLVRB	BLVRB	0.284793927575034
HS.576822	HS.576822	0.28471200057927
LOC100130100	LOC100130100	0.284651640453988
C17ORF59	C17ORF59	0.284618552267994
ZNF675	ZNF675	0.284558926636648
LOC100131091	LOC100131091	0.284503243417678
DCTN6	DCTN6	0.284465940557552
LOC647302	LOC647302	0.284453988990127
BPIL3	BPIL3	0.284425993332547
RBM19	RBM19	0.284420756763277
LOC650733	LOC650733	0.284406812999138
HS.536336	HS.536336	0.284385582449888
HS.562888	HS.562888	0.284308333642982
GLE1	GLE1	0.284288903237706
IBSP	IBSP	0.284249144687156
RRN3	RRN3	0.284248839311737
ZNF490	ZNF490	0.283996668482336
LOC651825	LOC651825	0.283937086307685
LOC400793	LOC400793	0.283908712864928
LGALS13	LGALS13	0.283868958022005
SLIT1	SLIT1	0.283805846137765
FAM113B	FAM113B	0.283777631221728
LOC441957	LOC441957	0.283765730638014
HS.545116	HS.545116	0.283741208959425
CAND2	CAND2	0.283709965625722
ZBED5	ZBED5	0.283694711781125
TRAPPC2L	TRAPPC2L	0.283687228408527
LOC100134267	LOC100134267	0.283665255443281
HS.571481	HS.571481	0.28365693237105
LOC643006	LOC643006	0.283639502775493
R3HDM2	R3HDM2	0.283600877404303
CNBD1	CNBD1	0.283599959649663
LDLR	LDLR	0.283586580734695
C11ORF54	C11ORF54	0.28353805844506
SLC29A2	SLC29A2	0.283376466048335
NDUFA4	NDUFA4	0.283352056167419
EIF4G1	EIF4G1	0.283336612418956
RASAL3	RASAL3	0.283316253886031
LOC122038	LOC122038	0.283314542365439
ZMYM1	ZMYM1	0.283288706539793
LY9	LY9	0.283286927389317
AKNA	AKNA	0.283257485125876
HDHD2	HDHD2	0.283232489069038
LOC643445	LOC643445	0.283214035021266
LOC387701	LOC387701	0.283213059991442
LOC441155	LOC441155	0.283211431700398
DKFZP686A1627	DKFZP686A1627	0.283195012590496
PSG6	PSG6	0.283145440757681
PLCL2	PLCL2	0.283143425137562
MIR573	MIR573	0.283110308547822
HS.565180	HS.565180	0.283073258991532
HS.254752	HS.254752	0.283036061368473
LOC732111	LOC732111	0.283028187358171
HS.308802	HS.308802	0.283006042211581
SLC48A1	SLC48A1	0.282993533245858
HS.291195	HS.291195	0.28298807662828
HS.542579	HS.542579	0.282983667766715
LOC390877	LOC390877	0.282959657042378
LOC646056	LOC646056	0.282959581300519
HS.549460	HS.549460	0.282942574494479
DIAPH3	DIAPH3	0.282931969677432
PDE6C	PDE6C	0.282878506521176
ZIC3	ZIC3	0.282801169036282
HS.124250	HS.124250	0.282789629549736
DSCR4	DSCR4	0.282778713069398
SRA1	SRA1	0.282745374359364
GTF2B	GTF2B	0.282706480668323
ZNF533	ZNF533	0.282687062667612
BIRC2	BIRC2	0.28268366134535
DYNC2LI1	DYNC2LI1	0.282641743681558
HS.128570	HS.128570	0.282561434636306
RABAC1	RABAC1	0.282558074347781
LOC643412	LOC643412	0.282540447722976
LOC645321	LOC645321	0.282526597048757
LOC642062	LOC642062	0.282517707357411
NEUROD4	NEUROD4	0.282497122446272
SAP30BP	SAP30BP	0.282466611270338
LOC401317	LOC401317	0.282437828385971
LOC653885	LOC653885	0.282427875451454
SWAP70	SWAP70	0.282396854879812
C2ORF44	C2ORF44	0.282391857626422
LOC100132622	LOC100132622	0.282327884110644
CHSY1	CHSY1	0.282305059637645
MIR551B	MIR551B	0.282301435914744
PISRT1	PISRT1	0.282288916392912
LOC728901	LOC728901	0.282268916850575
LOC646573	LOC646573	0.282236064092443
RAB11A	RAB11A	0.282229787325251
HS.97549	HS.97549	0.282214541239248
LOC392264	LOC392264	0.282207098386454
HIST1H2BA	HIST1H2BA	0.282134850254816
SPATA2L	SPATA2L	0.282096128568394
SPAST	SPAST	0.282014242421301
P2RX3	P2RX3	0.281991274215361
LOC152225	LOC152225	0.28197443459521
LOC100133695	LOC100133695	0.281933339136405
C6ORF211	C6ORF211	0.281922531616014
TPRX1	TPRX1	0.281891859122685
LOC644518	LOC644518	0.281870286685992
HS.23459	HS.23459	0.281869207589478
NRAP	NRAP	0.281860319962358
ST20	ST20	0.281795160358237
ZNF165	ZNF165	0.281793173607987
HS.90866	HS.90866	0.281766665332406
LOC730288	LOC730288	0.28173876989843
SUPV3L1	SUPV3L1	0.281691756115818
RRM2	RRM2	0.28167713665909
LOC646449	LOC646449	0.28160075823819
C13ORF7	C13ORF7	0.281583233395091
ACLY	ACLY	0.281578211546
GCM2	GCM2	0.281542530394028
LOC440957	LOC440957	0.2814609519286
ECM2	ECM2	0.281409345522334
POLR2J	POLR2J	0.281370401182866
RPL5	RPL5	0.281368886853392
LOC100130557	LOC100130557	0.28133144335968
C1ORF227	C1ORF227	0.281232927040212
PSD2	PSD2	0.28122597256245
HIST1H4C	HIST1H4C	0.281199931648557
CUTA	CUTA	0.2811696502393
LOC441420	LOC441420	0.281115713200673
LOC550643	LOC550643	0.281103917571679
LOC100130561	LOC100130561	0.281038156890163
NOVA1	NOVA1	0.281037114526732
PIK3CA	PIK3CA	0.281016331051988
OR6C70	OR6C70	0.280992052451598
DEGS2	DEGS2	0.280911545603557
AMAC1	AMAC1	0.280885863838786
C4ORF38	C4ORF38	0.280751709225497
RPS6KA3	RPS6KA3	0.280747096871206
LOC643123	LOC643123	0.280690475430854
LOC641743	LOC641743	0.280632347898009
CCNF	CCNF	0.28054640842012
SNPH	SNPH	0.280532597819482
ANKRD30A	ANKRD30A	0.280494668584152
FSCN3	FSCN3	0.280488431894448
LOC654340	LOC654340	0.280389393628874
LOC441737	LOC441737	0.280388844370256
HS.539838	HS.539838	0.280367080272095
LOC653193	LOC653193	0.28028651484463
GNRH1	GNRH1	0.280247391555427
LOC647965	LOC647965	0.280243830601709
HS.147562	HS.147562	0.280211434153336
SLC9A5	SLC9A5	0.280180138057792
AOF2	AOF2	0.28009931730954
FAM102B	FAM102B	0.280030840807844
HS.540658	HS.540658	0.280019334751358
INTS2	INTS2	0.280011333959182
FLNA	FLNA	0.279996199116644
TAC4	TAC4	0.279911713543878
ALKBH4	ALKBH4	0.279894488811413
IKBKB	IKBKB	0.279882247169877
HS.436107	HS.436107	0.279875596168201
LOC646049	LOC646049	0.279864544737854
KCTD13	KCTD13	0.279848035447446
LOC729754	LOC729754	0.279839445710498
HS.551155	HS.551155	0.279830220108786
LOC100133568	LOC100133568	0.279774328455136
LOC650659	LOC650659	0.279722644465417
SMC1A	SMC1A	0.279701678339409
THEM5	THEM5	0.279685864879051
GAPVD1	GAPVD1	0.27966791572063
LOC100132106	LOC100132106	0.279660675102717
ZFHX4	ZFHX4	0.27965305382831
CD52	CD52	0.279648200836122
LOC100132858	LOC100132858	0.279642454539619
KGFLP1	KGFLP1	0.279560532390719
CKAP5	CKAP5	0.279535657920489
STK35	STK35	0.279507107884335
KIF15	KIF15	0.279492877164595
NUDC	NUDC	0.279473877846784
LOC642469	LOC642469	0.279386640083636
MSH2	MSH2	0.279361598660276
LOC100133944	LOC100133944	0.279352874146334
NSMCE4A	NSMCE4A	0.279351648585442
HIST3H2BB	HIST3H2BB	0.279303592407885
HS.543261	HS.543261	0.27929952726298
LOC646654	LOC646654	0.27923224073294
C10ORF104	C10ORF104	0.279228826716892
HS.545899	HS.545899	0.279228230004281
LOC647998	LOC647998	0.27919330935203
SPAG17	SPAG17	0.279184895682662
LOC648245	LOC648245	0.279183632376918
INPP5K	INPP5K	0.279182024503638
LOC100133169	LOC100133169	0.279137549546826
LOC645681	LOC645681	0.279115348843907
LOC100134327	LOC100134327	0.279112181756223
FLJ45684	FLJ45684	0.2791007311149
DOK1	DOK1	0.279049583748833
TPRG1L	TPRG1L	0.279029790896396
SUZ12P	SUZ12P	0.279015562081215
SLC25A25	SLC25A25	0.279006173153295
HS.28456	HS.28456	0.278972576257091
WIT1	WIT1	0.278917225308142
MYH8	MYH8	0.27891190141588
ARSA	ARSA	0.2788934690833
GPD1	GPD1	0.278858764206844
EIF4A3	EIF4A3	0.278858384929417
VKORC1L1	VKORC1L1	0.278819950005675
SLC1A1	SLC1A1	0.278808625203426
LOC729626	LOC729626	0.27877864731711
LOC257054	LOC257054	0.278773346980771
HS.539005	HS.539005	0.278734405007866
CBWD6	CBWD6	0.278708547504298
LOC646890	LOC646890	0.27868863163918
C21ORF125	C21ORF125	0.278665724898964
LOC730909	LOC730909	0.278629911549082
TEK	TEK	0.278594933603962
ZNF280C	ZNF280C	0.27855855833877
ACSF3	ACSF3	0.278554968563426
HS.544806	HS.544806	0.278532240087779
HS.521720	HS.521720	0.278514541056046
LOC646128	LOC646128	0.278510014963841
TPP1	TPP1	0.278501585290648
TCEB3C	TCEB3C	0.278498660798519
CHGA	CHGA	0.278416482849202
HMGCL	HMGCL	0.27834804710308
LRRC24	LRRC24	0.278321693470145
MIR495	MIR495	0.278306690085448
HS.562367	HS.562367	0.278245938543017
LOC651963	LOC651963	0.278244440394872
MYO1C	MYO1C	0.278235699423924
KIAA1191	KIAA1191	0.278230383984067
LOC729580	LOC729580	0.278226489836448
LOC100130480	LOC100130480	0.278173820919254
X12.Sep	X12.Sep	0.278163879269718
LOC441294	LOC441294	0.278157506455443
LOC100133697	LOC100133697	0.278145070239805
TMC7	TMC7	0.278058009390195
LOC389137	LOC389137	0.278026547163126
TMEM16J	TMEM16J	0.278023410505866
BAZ1B	BAZ1B	0.278008970497107
MIR331	MIR331	0.27800409888999
LRFN2	LRFN2	0.278002303569264
LOC643426	LOC643426	0.277991191592716
DEFB112	DEFB112	0.277967666040745
OR1F1	OR1F1	0.277953272490384
C2ORF53	C2ORF53	0.277947348314016
AP3M2	AP3M2	0.277928202954511
ENOPH1	ENOPH1	0.277904026193774
LOC646103	LOC646103	0.277876114198299
CBFB	CBFB	0.277772064599771
ZSWIM3	ZSWIM3	0.277764953512823
TNIK	TNIK	0.27774354685915
GIGYF1	GIGYF1	0.277711325220448
RPL6	RPL6	0.277691461497891
MIRLET7F1	MIRLET7F1	0.277635313172538
NUDCD3	NUDCD3	0.277597493560095
LOC100133280	LOC100133280	0.277578927806299
CCDC127	CCDC127	0.277574382848314
ATP13A3	ATP13A3	0.277534659081804
LOC647199	LOC647199	0.277491552039011
LOC441127	LOC441127	0.277475561648222
LOC647647	LOC647647	0.277314329385973
PEG3	PEG3	0.277312256665383
LOC647716	LOC647716	0.277222587637816
FLJ38723	FLJ38723	0.277157417871127
LOC100129979	LOC100129979	0.277154945204412
LOC652155	LOC652155	0.277152572775143
LOC643938	LOC643938	0.277109313482518
SLC35F2	SLC35F2	0.277057206110409
SERBP1	SERBP1	0.277022895923489
SNORA70C	SNORA70C	0.277002893450778
LOC732447	LOC732447	0.276954089430397
LOC402644	LOC402644	0.276935973890763
BTN3A2	BTN3A2	0.27693070956938
TRAT1	TRAT1	0.276892957598417
LOC648057	LOC648057	0.276809698735982
GAFA3	GAFA3	0.276772303764173
SNRNP40	SNRNP40	0.276680348730721
PTPMT1	PTPMT1	0.276652377761681
X11.Mar	X11.Mar	0.276604357288362
CCDC102B	CCDC102B	0.276530714873508
FLJ20309	FLJ20309	0.276527251898946
HS.576474	HS.576474	0.276512468611661
ANKRD7	ANKRD7	0.276473736789547
HS.552496	HS.552496	0.276448836971668
LOC653411	LOC653411	0.276443758281898
TUT1	TUT1	0.276433666754501
GLRB	GLRB	0.276426984903957
SLC35D2	SLC35D2	0.276399587349848
LOC100133985	LOC100133985	0.276374840853481
HS.537387	HS.537387	0.276370649795186
PCDHGA5	PCDHGA5	0.276314826895533
C20ORF54	C20ORF54	0.276313829173288
PAH	PAH	0.276288997433638
OTC	OTC	0.276244255754951
LOC730236	LOC730236	0.276240258375821
FEN1	FEN1	0.276213761329548
PPAP2C	PPAP2C	0.276209980973621
POU2F1	POU2F1	0.276178083388574
NKX2.2	NKX2.2	0.276127515556386
SNAPC3	SNAPC3	0.276088327852948
PAX7	PAX7	0.276085332371162
E2F8	E2F8	0.27603048742987
HS.460114	HS.460114	0.275955097840855
LOC641365	LOC641365	0.275941955266023
TRMT61A	TRMT61A	0.275931373680358
GRK1	GRK1	0.275906986873036
SVEP1	SVEP1	0.275885833818173
HS.574306	HS.574306	0.275802395601139
S100A13	S100A13	0.275798075532887
LOC644935	LOC644935	0.27578843770915
LOC653366	LOC653366	0.275786673383145
ASB1	ASB1	0.275748246660109
LOC647311	LOC647311	0.275725697444059
C10ORF25	C10ORF25	0.275663137101951
C20ORF114	C20ORF114	0.275639612461197
PIGM	PIGM	0.275608844536814
LOC651868	LOC651868	0.275560121171839
HULC	HULC	0.275553438978462
LOC100132770	LOC100132770	0.275519499715181
CDCA1	CDCA1	0.275488721278648
CABIN1	CABIN1	0.275484427335243
LOC647568	LOC647568	0.275469044597994
SENP2	SENP2	0.27538565892488
NBAS	NBAS	0.275357637802513
LOC729433	LOC729433	0.2752180287553
LOC100130370	LOC100130370	0.275211134724494
TMEM159	TMEM159	0.27517457090054
PSCDBP	PSCDBP	0.275145313736149
LOC730176	LOC730176	0.275052884909841
MAP1B	MAP1B	0.275002641951066
LOC441007	LOC441007	0.27497803272648
LOC653234	LOC653234	0.274975541624862
LOC728830	LOC728830	0.274969025458772
TADA2B	TADA2B	0.274932989935873
VPS33B	VPS33B	0.274869100400543
WDR34	WDR34	0.274779154105166
FAM69A	FAM69A	0.274694179242607
NAPB	NAPB	0.274670406268403
LOC388588	LOC388588	0.274655185839382
CDC20B	CDC20B	0.274646281218565
ANKIB1	ANKIB1	0.27464295815786
RAG1AP1	RAG1AP1	0.274608655516251
POU2AF1	POU2AF1	0.274600009780739
OR13C2	OR13C2	0.274597841560303
RNF146	RNF146	0.274556783203547
RAD9A	RAD9A	0.274555842432129
PRKAA2	PRKAA2	0.274504846598219
LOC442049	LOC442049	0.274481052774106
LOC646947	LOC646947	0.274467864626976
HIST1H4E	HIST1H4E	0.274459302387153
TP53AP1	TP53AP1	0.274434990686716
HSD17B8	HSD17B8	0.274336634910551
COASY	COASY	0.274325966071894
HS.542962	HS.542962	0.274321730228089
FMR1NB	FMR1NB	0.274315141798077
CFHR4	CFHR4	0.274297528068963
ZNF645	ZNF645	0.274275322717015
MYL2	MYL2	0.274273337681193
LOC100129619	LOC100129619	0.27424160978407
CNO	CNO	0.274185416802491
DLG2	DLG2	0.274147566240468
TBR1	TBR1	0.27414559639813
LOC651044	LOC651044	0.274133883488491
LOC100130224	LOC100130224	0.274112768966941
MIR759	MIR759	0.274108161056844
GPR103	GPR103	0.274067730110176
LOC644143	LOC644143	0.274058715587757
LOC340260	LOC340260	0.27402495612132
SVOP	SVOP	0.274016682982696
C4ORF27	C4ORF27	0.273992036030506
HS.509146	HS.509146	0.273928961111896
TADA1L	TADA1L	0.273840369550115
TGM7	TGM7	0.273780700898019
DEFA1	DEFA1	0.273775078017097
MMP12	MMP12	0.27374606486787
C22ORF39	C22ORF39	0.273679038091764
TBX3	TBX3	0.273664445011874
LOC730083	LOC730083	0.273604483510906
HS.494932	HS.494932	0.273590072718633
TCF1	TCF1	0.273580703273058
C1ORF61	C1ORF61	0.273522963666455
SNORD19	SNORD19	0.2735047776762
C19ORF16	C19ORF16	0.273476723306438
LOC729608	LOC729608	0.273430700055307
RPL41	RPL41	0.273419670276036
LOC642252	LOC642252	0.273345548674849
LOC731898	LOC731898	0.273274895267226
LOC390937	LOC390937	0.273181513177135
LOC653392	LOC653392	0.273179545928987
DENND5B	DENND5B	0.273162042000582
PITPNB	PITPNB	0.273153539670769
C2ORF32	C2ORF32	0.273109870513053
LOC645581	LOC645581	0.273090209351378
MTX3	MTX3	0.273080021829961
CASP6	CASP6	0.273032852017811
EXOD1	EXOD1	0.272980512312099
LOC440733	LOC440733	0.272955613038447
LOC100129622	LOC100129622	0.272894876086897
ZNF10	ZNF10	0.272877353606943
LOC647941	LOC647941	0.272859429393001
C1ORF172	C1ORF172	0.272846464689431
SLC22A18	SLC22A18	0.272831987356121
STK17A	STK17A	0.272796703098838
NUDCD2	NUDCD2	0.272784757166525
FLJ43859	FLJ43859	0.272769757135301
HS.545074	HS.545074	0.272689595558169
ATP4B	ATP4B	0.272665958982407
HIST1H2BN	HIST1H2BN	0.272599337074918
LOC727958	LOC727958	0.272417429539114
LOC644423	LOC644423	0.272411876556583
MGEA5	MGEA5	0.272409256359622
LOC100130422	LOC100130422	0.272393457364188
OR4S2	OR4S2	0.272388024244426
CHD8	CHD8	0.272372001993992
LOC730240	LOC730240	0.272278775896453
PPIL6	PPIL6	0.27222880333433
HS.539174	HS.539174	0.272208817239407
RHOBTB2	RHOBTB2	0.272192875368168
HS.548831	HS.548831	0.272067411265405
ADAMTS5	ADAMTS5	0.272050810174509
LGSN	LGSN	0.272044611055432
HS.335933	HS.335933	0.271996211220812
ACBD4	ACBD4	0.271979563066765
HS.561144	HS.561144	0.271905281912843
HERC2P4	HERC2P4	0.271802173879405
SOAT1	SOAT1	0.27171635590574
ARSJ	ARSJ	0.27169477385292
LOC641798	LOC641798	0.271650660094324
LOC400927	LOC400927	0.271648640503904
LOC731227	LOC731227	0.271597908808294
LOC653596	LOC653596	0.271597063416732
HS.560019	HS.560019	0.271532301248842
EXOC7	EXOC7	0.271525278842698
ARHGEF9	ARHGEF9	0.271517207476349
LOC285423	LOC285423	0.271424761709258
LOC389328	LOC389328	0.271409781142766
SERINC1	SERINC1	0.271373171461175
SMARCA5	SMARCA5	0.271346375805216
LCE3D	LCE3D	0.271339491418739
SSR3	SSR3	0.27128660536538
LOC642867	LOC642867	0.271259570347072
UBE2C	UBE2C	0.271250176946435
CNGA3	CNGA3	0.271245419620986
MARS2	MARS2	0.271205609824122
MIR557	MIR557	0.271147893729388
E2F1	E2F1	0.271136519101515
LOC401321	LOC401321	0.271116825888804
HS.104792	HS.104792	0.271110977203371
LOC649686	LOC649686	0.271068697301502
LOC100133569	LOC100133569	0.271017669040764
MUM1	MUM1	0.27100145602689
LOC100130082	LOC100130082	0.270950297473605
TTTY9B	TTTY9B	0.270942078771358
LOC644620	LOC644620	0.270936363209673
GTF2H1	GTF2H1	0.270922386062722
HS.552263	HS.552263	0.27089981544637
CDR2	CDR2	0.270892970561576
PRNP	PRNP	0.270887701911944
PDIA2	PDIA2	0.270854601623756
PDHB	PDHB	0.270833152138822
LOC644883	LOC644883	0.270813216626345
GLYBP	GLYBP	0.270790156884544
DCUN1D5	DCUN1D5	0.270782603714033
SLC5A5	SLC5A5	0.270682570145008
HS.221951	HS.221951	0.270649280458163
MIR602	MIR602	0.270640108843173
C1ORF103	C1ORF103	0.270615727841309
LOC728572	LOC728572	0.270601778491272
CCDC56	CCDC56	0.270527560212989
CIAO1	CIAO1	0.270504107340691
UBE2M	UBE2M	0.270427478128814
MTO1	MTO1	0.270419981056808
SNORA4	SNORA4	0.270416290276858
TMEM35	TMEM35	0.270355737832103
NDRG1	NDRG1	0.270343732016111
TAF3	TAF3	0.270331688136763
VAMP8	VAMP8	0.270296234405046
RPS19	RPS19	0.270294148114472
PRTFDC1	PRTFDC1	0.270122297864264
LOC391574	LOC391574	0.270120251153488
CASP7	CASP7	0.270113567756985
ZNF488	ZNF488	0.270096589499457
HS.122428	HS.122428	0.270083890591083
TRIM69	TRIM69	0.27007065256166
DPP9	DPP9	0.270054028594601
LOC389631	LOC389631	0.270021664651499
MIR380	MIR380	0.269951241158679
C6ORF115	C6ORF115	0.269942376142203
BLK	BLK	0.269940385848118
NDUFA8	NDUFA8	0.26990819641524
F8A1	F8A1	0.269844931773098
PHF7	PHF7	0.26984125858496
ERI1	ERI1	0.269832723862909
LOC100132911	LOC100132911	0.269787721753708
ZNF146	ZNF146	0.269783214038242
HS.582114	HS.582114	0.269750002973904
LOC100134787	LOC100134787	0.269723886865679
LOC100134172	LOC100134172	0.269723573562485
LOC652078	LOC652078	0.269711032200246
LOC400657	LOC400657	0.269690344259178
LOC730241	LOC730241	0.269663844485459
RPL13L	RPL13L	0.269640938679581
KIR2DL5B	KIR2DL5B	0.2695745817412
COX7B	COX7B	0.269512873698493
HS.545009	HS.545009	0.269508746011529
MGA	MGA	0.26945572845271
LOC390834	LOC390834	0.269434369429434
LOC644351	LOC644351	0.269430943178697
COL27A1	COL27A1	0.269416136412283
LOC644766	LOC644766	0.269410980152146
EFEMP1	EFEMP1	0.26940311470517
STARD3	STARD3	0.269379622278506
ZNF780B	ZNF780B	0.269357332453775
TGM1	TGM1	0.269270577970326
C4ORF47	C4ORF47	0.269227389786329
LOC389901	LOC389901	0.269202337588857
PRPF19	PRPF19	0.269182071951625
LOC647606	LOC647606	0.269098934709635
HS.546089	HS.546089	0.269058951715685
GPR18	GPR18	0.269056341767045
SRI	SRI	0.26901004832873
HBII.52.45	HBII.52.45	0.26896350908654
SIPA1L1	SIPA1L1	0.268935069025554
KRT24	KRT24	0.268830191788931
CYP4F22	CYP4F22	0.268752564696047
HS.551115	HS.551115	0.268637984969234
GYG2	GYG2	0.268633126476591
RAPGEF2	RAPGEF2	0.268628671224622
FLJ34690	FLJ34690	0.268617006709475
HS.580607	HS.580607	0.268610944693773
LOC100129630	LOC100129630	0.268609831146783
SPEM1	SPEM1	0.268583673896647
ZSCAN2	ZSCAN2	0.268570517784939
FCN2	FCN2	0.268525611412816
LOC648454	LOC648454	0.268505932418105
LOC650914	LOC650914	0.268464693876924
HS.544451	HS.544451	0.268450139375743
DNAJC17	DNAJC17	0.268436869994487
LOC100131251	LOC100131251	0.268406326401154
NKAP	NKAP	0.268405675972069
HS.445581	HS.445581	0.26839634622501
SNX32	SNX32	0.268390625768807
SNORD14B	SNORD14B	0.268354312640648
CLCN6	CLCN6	0.268344729053593
LOC641750	LOC641750	0.268289567149691
POU3F4	POU3F4	0.268255903683317
LOC645715	LOC645715	0.268188090712027
RGS8	RGS8	0.268173857713297
MCM10	MCM10	0.26815226433923
HS.436592	HS.436592	0.268140297701178
MED4	MED4	0.268032357029905
HS.566481	HS.566481	0.268000610788036
LOC390427	LOC390427	0.267997253017428
LOC652203	LOC652203	0.26798423929226
OR11H4	OR11H4	0.267979589545694
LOC730861	LOC730861	0.267974443916766
TTLL11	TTLL11	0.267961282011135
HS.232573	HS.232573	0.267951037208501
TBC1D20	TBC1D20	0.267942722593087
SNCB	SNCB	0.267936468698098
B4GALNT1	B4GALNT1	0.267919792377907
LOC653226	LOC653226	0.267899399356394
NUDT5	NUDT5	0.267893724483927
ZFP90	ZFP90	0.267882915875613
LOC100128728	LOC100128728	0.267865458521752
TUSC2	TUSC2	0.26778774461222
HS.99298	HS.99298	0.267786706893852
HS.541921	HS.541921	0.267765132339088
HS.504036	HS.504036	0.267727517652439
RASSF9	RASSF9	0.26768707093631
LOC100133931	LOC100133931	0.267654763319108
CYTH3	CYTH3	0.267647891334919
LOC100128943	LOC100128943	0.2676384965962
ALG8	ALG8	0.267630297723073
GARS	GARS	0.267613197107673
POU4F3	POU4F3	0.267535196628595
HS.441195	HS.441195	0.267513536237267
TIMD4	TIMD4	0.267511527424236
LOC652547	LOC652547	0.267484193674154
HS.438937	HS.438937	0.267465888233434
TMEM90B	TMEM90B	0.267434158094419
OR2L1P	OR2L1P	0.267429347132727
FLJ42289	FLJ42289	0.267419916090862
LOC90499	LOC90499	0.267415859061939
ZDHHC12	ZDHHC12	0.267360659952213
LOC100134239	LOC100134239	0.267337430524702
RARRES2	RARRES2	0.267304398050445
LOC652512	LOC652512	0.267216246061169
MOGAT1	MOGAT1	0.26715897160883
CLPS	CLPS	0.267149195409232
LOC647920	LOC647920	0.267104541388259
RPTOR	RPTOR	0.267102861697096
ICK	ICK	0.267067523217307
UBE2G2	UBE2G2	0.267030565562327
FAM120A	FAM120A	0.266995003531106
C20ORF106	C20ORF106	0.266987201111741
LOC642480	LOC642480	0.266966697247868
HS.126415	HS.126415	0.266943155389812
DDO	DDO	0.26692875382296
ARL15	ARL15	0.26690121278855
MRPS12	MRPS12	0.266901132847579
C19ORF24	C19ORF24	0.26684814451659
KIF20B	KIF20B	0.26683013946505
POTEC	POTEC	0.266827473546805
LOC653879	LOC653879	0.266800700453645
PLA2G5	PLA2G5	0.266781089143984
CDK10	CDK10	0.26676837782387
ANKS4B	ANKS4B	0.26670814234286
HS.123396	HS.123396	0.266652263443234
MIR199A1	MIR199A1	0.266647079489765
LOC100128765	LOC100128765	0.266618965533087
PRRC1	PRRC1	0.266613845285779
LOC134997	LOC134997	0.26647682768997
OVOS	OVOS	0.266458519263947
MIR1.1	MIR1.1	0.266457680614776
ANLN	ANLN	0.266405342559696
