module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.931	set_size_25	0	25	34578	137	0.094448197	0.094448197	1	0.123866488	no_overlap
module_.595	set_size_25	0	25	34578	184	0.124830345	0.124830345	1	0.136800378	no_overlap
module_.1003	set_size_25	0	25	34578	146	0.100343355	0.100343355	1	0.124302885	no_overlap
module_.703	set_size_25	0	25	34578	259	0.171295572	0.171295572	1	0.171295572	no_overlap
module_.757	set_size_25	0	25	34578	199	0.134319038	0.134319038	1	0.141388461	no_overlap
module_.829	set_size_25	0	25	34578	46	0.032720482	0.032720482	1	0.117353824	no_overlap
module_.955	set_size_25	0	25	34578	108	0.075199365	0.075199365	1	0.117353824	no_overlap
module_.667	set_size_25	0	25	34578	48	0.034119538	0.034119538	1	0.117353824	no_overlap
module_.859	set_size_25	0	25	34578	108	0.075199365	0.075199365	1	0.117353824	no_overlap
module_.817	set_size_25	0	25	34578	132	0.091157104	0.091157104	1	0.121542805	no_overlap
module_.991	set_size_25	0	25	34578	165	0.112667936	0.112667936	1	0.128763356	no_overlap
module_.943	set_size_25	0	25	34578	192	0.129903337	0.129903337	1	0.13856356	no_overlap
module_.613	set_size_25	0	25	34578	108	0.075199365	0.075199365	1	0.117353824	no_overlap
module_.769	set_size_25	0	25	34578	107	0.074528656	0.074528656	1	0.117353824	no_overlap
module_.715	set_size_25	0	25	34578	128	0.088515965	0.088515965	1	0.120021648	no_overlap
module_.949	set_size_25	0	25	34578	54	0.03830506	0.03830506	1	0.117353824	no_overlap
module_.673	set_size_25	0	25	34578	67	0.047314041	0.047314041	1	0.117353824	no_overlap
module_.913	set_size_25	0	25	34578	113	0.078545918	0.078545918	1	0.117353824	no_overlap
module_.691	set_size_25	0	25	34578	182	0.123557667	0.123557667	1	0.136800378	no_overlap
module_.811	set_size_25	0	25	34578	155	0.106201661	0.106201661	1	0.125386989	no_overlap
module_.841	set_size_25	0	25	34578	114	0.079213832	0.079213832	1	0.117353824	no_overlap
module_.901	set_size_25	0	25	34578	207	0.13933921	0.13933921	1	0.144768011	no_overlap
module_.1021	set_size_25	0	25	34578	210	0.14121456	0.14121456	1	0.144835446	no_overlap
module_.835	set_size_25	0	25	34578	35	0.024990831	0.024990831	1	0.117353824	no_overlap
module_.985	set_size_25	0	25	34578	51	0.03621448	0.03621448	1	0.117353824	no_overlap
module_.607	set_size_25	0	25	34578	96	0.067119967	0.067119967	1	0.117353824	no_overlap
module_.685	set_size_25	1	25	34578	203	0.009401443	0.009401443	0.752115407	0.117353824	PRKAG1
module_.979	set_size_400	3	400	34203	84	0.016444967	0.016444967	1	0.495323648	"NPC2, SNN, KLF11"
module_.571	set_size_400	0	400	34203	46	0.414443859	0.414443859	1	0.773547745	no_overlap
module_.721	set_size_400	0	400	34203	97	0.67677218	0.67677218	1	0.794490571	no_overlap
module_.619	set_size_400	0	400	34203	79	0.601312659	0.601312659	1	0.794490571	no_overlap
module_.877	set_size_400	0	400	34203	64	0.525176313	0.525176313	1	0.773547745	no_overlap
module_.799	set_size_400	2	400	34203	59	0.030957728	0.030957728	1	0.495323648	"SLC9A3R1, ANXA1"
module_.763	set_size_400	2	400	34203	111	0.137794768	0.137794768	1	0.740212919	"EHD4, ARHGAP26"
module_.559	set_size_400	0	400	34203	35	0.334453698	0.334453698	1	0.773547745	no_overlap
module_.997	set_size_400	1	400	34203	55	0.132997286	0.132997286	1	0.740212919	LAIR2
module_.637	set_size_400	0	400	34203	53	0.460276589	0.460276589	1	0.773547745	no_overlap
module_.937	set_size_400	6	400	34203	203	0.009663869	0.009663869	0.773109502	0.495323648	"ZNF41, SSX3, SLC3A1, XLKD1, PRSS21, HIST1H2BO"
module_.781	set_size_400	1	400	34203	127	0.432640613	0.432640613	1	0.773547745	HTR3A
module_.1015	set_size_400	1	400	34203	172	0.593039686	0.593039686	1	0.794490571	CIZ1
module_.745	set_size_400	2	400	34203	105	0.122240381	0.122240381	1	0.740212919	"ZDHHC11, TSPAN2"
module_.697	set_size_400	1	400	34203	88	0.270623188	0.270623188	1	0.773547745	RGS12
module_.709	set_size_400	0	400	34203	45	0.407586828	0.407586828	1	0.773547745	no_overlap
module_.865	set_size_400	0	400	34203	52	0.453954977	0.453954977	1	0.773547745	no_overlap
module_.631	set_size_400	2	400	34203	80	0.065721452	0.065721452	1	0.740212919	"TP53TG3, OSBPL1A"
module_.805	set_size_400	0	400	34203	79	0.601312659	0.601312659	1	0.794490571	no_overlap
module_.565	set_size_400	2	400	34203	126	0.179282422	0.179282422	1	0.740212919	"DYRK4, SEMA3D"
module_.1009	set_size_400	0	400	34203	66	0.536110758	0.536110758	1	0.773547745	no_overlap
module_.643	set_size_400	1	400	34203	51	0.117580123	0.117580123	1	0.740212919	PGD
module_.751	set_size_400	0	400	34203	21	0.21669921	0.21669921	1	0.773547745	no_overlap
module_.871	set_size_400	1	400	34203	156	0.540070233	0.540070233	1	0.773547745	TBL2
module_.733	set_size_400	1	400	34203	145	0.50098617	0.50098617	1	0.773547745	SMAD5
module_.823	set_size_400	2	400	34203	168	0.307495606	0.307495606	1	0.773547745	"CASP3, ACADM"
module_.925	set_size_400	1	400	34203	188	0.641327837	0.641327837	1	0.794490571	GRHPR
module_.919	set_size_400	4	400	34203	147	0.028415779	0.028415779	1	0.495323648	"SSRP1, PDCD11, FBXO5, MPP5"
module_.973	set_size_400	0	400	34203	119	0.749924955	0.749924955	1	0.799919952	no_overlap
module_.679	set_size_400	1	400	34203	66	0.177370468	0.177370468	1	0.740212919	SLC25A15
module_.399	set_size_400	0	400	34203	31	0.302738664	0.302738664	1	0.773547745	no_overlap
module_.655	set_size_400	3	400	34203	89	0.019904087	0.019904087	1	0.495323648	"HIST1H2BD, SLC29A1, CKAP2"
module_.787	set_size_400	0	400	34203	49	0.434543554	0.434543554	1	0.773547745	no_overlap
module_.577	set_size_400	2	400	34203	128	0.18505323	0.18505323	1	0.740212919	"HIST1H3D, THAP10"
module_.775	set_size_400	1	400	34203	87	0.266340665	0.266340665	1	0.773547745	FAH
module_.889	set_size_400	0	400	34203	84	0.623881151	0.623881151	1	0.794490571	no_overlap
module_.727	set_size_400	1	400	34203	89	0.274904986	0.274904986	1	0.773547745	HBQ1
module_.895	set_size_400	0	400	34203	90	0.649287364	0.649287364	1	0.794490571	no_overlap
module_.625	set_size_400	2	400	34203	158	0.276076648	0.276076648	1	0.773547745	"BMP2, GPR157"
module_.601	set_size_400	0	400	34203	88	0.641014783	0.641014783	1	0.794490571	no_overlap
module_.967	set_size_400	3	400	34203	239	0.299287309	0.299287309	1	0.773547745	"GPR172A, MPG, NGB"
module_.883	set_size_400	0	400	34203	100	0.687883448	0.687883448	1	0.794490571	no_overlap
module_.583	set_size_400	1	400	34203	108	0.355456744	0.355456744	1	0.773547745	ATP6V0B
module_.847	set_size_400	2	400	34203	88	0.082192151	0.082192151	1	0.740212919	"TCEB2, NDUFC1"
module_.793	set_size_400	0	400	34203	156	0.837635942	0.837635942	1	0.848238928	no_overlap
module_.661	set_size_400	0	400	34203	114	0.734903778	0.734903778	1	0.794490571	no_overlap
module_.739	set_size_400	0	400	34203	143	0.811018353	0.811018353	1	0.842616471	no_overlap
module_.907	set_size_400	3	400	34203	167	0.129011033	0.129011033	1	0.740212919	"MXI1, MAFG, HEXIM1"
module_.853	set_size_400	0	400	34203	113	0.731793233	0.731793233	1	0.794490571	no_overlap
module_.961	set_size_400	0	400	34203	66	0.536110758	0.536110758	1	0.773547745	no_overlap
module_.649	set_size_400	1	400	34203	81	0.240662987	0.240662987	1	0.773547745	RNF141
module_.1027	set_size_400	0	400	34203	59	0.496702254	0.496702254	1	0.773547745	no_overlap
module_.589	set_size_400	0	400	34203	69	0.552043251	0.552043251	1	0.774797545	no_overlap
module_.931	set_size_400	0	400	34203	137	0.797306278	0.797306278	1	0.839269766	no_overlap
module_.595	set_size_400	3	400	34203	184	0.165058572	0.165058572	1	0.740212919	"RDH11, FANCA, SMARCE1"
module_.1003	set_size_400	1	400	34203	146	0.504626637	0.504626637	1	0.773547745	PIGA
module_.703	set_size_400	4	400	34203	259	0.182093217	0.182093217	1	0.740212919	"TAP2, ATP8B2, RIPK1, EML3"
module_.757	set_size_400	2	400	34203	199	0.404745192	0.404745192	1	0.773547745	"USP20, FAM63B"
module_.829	set_size_400	0	400	34203	46	0.414443859	0.414443859	1	0.773547745	no_overlap
module_.955	set_size_400	0	400	34203	108	0.715685846	0.715685846	1	0.794490571	no_overlap
module_.667	set_size_400	0	400	34203	48	0.427921315	0.427921315	1	0.773547745	no_overlap
module_.859	set_size_400	0	400	34203	108	0.715685846	0.715685846	1	0.794490571	no_overlap
module_.817	set_size_400	2	400	34203	132	0.196737238	0.196737238	1	0.749475192	"HERC5, ANXA11"
module_.991	set_size_400	0	400	34203	165	0.853838976	0.853838976	1	0.853838976	no_overlap
module_.943	set_size_400	2	400	34203	192	0.382994847	0.382994847	1	0.773547745	"NGLY1, CHKB"
module_.613	set_size_400	0	400	34203	108	0.715685846	0.715685846	1	0.794490571	no_overlap
module_.769	set_size_400	2	400	34203	107	0.127350941	0.127350941	1	0.740212919	"ANKRD12, ADARB1"
module_.715	set_size_400	3	400	34203	128	0.061678505	0.061678505	1	0.740212919	"ARHGDIB, VPS4B, ARHGEF6"
module_.949	set_size_400	0	400	34203	54	0.466525196	0.466525196	1	0.773547745	no_overlap
module_.673	set_size_400	0	400	34203	67	0.541483422	0.541483422	1	0.773547745	no_overlap
module_.913	set_size_400	0	400	34203	113	0.731793233	0.731793233	1	0.794490571	no_overlap
module_.691	set_size_400	3	400	34203	182	0.160641855	0.160641855	1	0.740212919	"ANXA8, PTPRU, BCL9"
module_.811	set_size_400	0	400	34203	155	0.835728469	0.835728469	1	0.848238928	no_overlap
module_.841	set_size_400	1	400	34203	114	0.380301616	0.380301616	1	0.773547745	TCF12
module_.901	set_size_400	2	400	34203	207	0.42932105	0.42932105	1	0.773547745	"RNF138, TRAP1"
module_.1021	set_size_400	2	400	34203	210	0.438445179	0.438445179	1	0.773547745	"STAG1, CREBL1"
module_.835	set_size_400	0	400	34203	35	0.334453698	0.334453698	1	0.773547745	no_overlap
module_.985	set_size_400	0	400	34203	51	0.44755951	0.44755951	1	0.773547745	no_overlap
module_.607	set_size_400	0	400	34203	96	0.672981429	0.672981429	1	0.794490571	no_overlap
module_.685	set_size_400	1	400	34203	203	0.682397333	0.682397333	1	0.794490571	PRKAG1
module_.979	set_size_50	0	50	34553	84	0.114506844	0.114506844	1	0.213618976	no_overlap
module_.571	set_size_50	0	50	34553	46	0.064392861	0.064392861	1	0.213618976	no_overlap
module_.721	set_size_50	0	50	34553	97	0.13103957	0.13103957	1	0.213618976	no_overlap
module_.619	set_size_50	0	50	34553	79	0.108066359	0.108066359	1	0.213618976	no_overlap
module_.877	set_size_50	0	50	34553	64	0.088468219	0.088468219	1	0.213618976	no_overlap
module_.799	set_size_50	1	50	34553	59	0.003321676	0.003321676	0.265734118	0.132867059	SLC9A3R1
module_.763	set_size_50	0	50	34553	111	0.148505771	0.148505771	1	0.213618976	no_overlap
module_.559	set_size_50	0	50	34553	35	0.049374531	0.049374531	1	0.213618976	no_overlap
module_.997	set_size_50	1	50	34553	55	0.002893562	0.002893562	0.23148496	0.132867059	LAIR2
module_.637	set_size_50	0	50	34553	53	0.073828654	0.073828654	1	0.213618976	no_overlap
module_.937	set_size_50	1	50	34553	203	0.03489612	0.03489612	1	0.213618976	ZNF41
module_.781	set_size_50	0	50	34553	127	0.168046077	0.168046077	1	0.218390511	no_overlap
module_.1015	set_size_50	0	50	34553	172	0.220677343	0.220677343	1	0.245197047	no_overlap
module_.745	set_size_50	0	50	34553	105	0.141062794	0.141062794	1	0.213618976	no_overlap
module_.697	set_size_50	0	50	34553	88	0.119626398	0.119626398	1	0.213618976	no_overlap
module_.709	set_size_50	0	50	34553	45	0.063037223	0.063037223	1	0.213618976	no_overlap
module_.865	set_size_50	0	50	34553	52	0.072486416	0.072486416	1	0.213618976	no_overlap
module_.631	set_size_50	0	50	34553	80	0.109358118	0.109358118	1	0.213618976	no_overlap
module_.805	set_size_50	0	50	34553	79	0.108066359	0.108066359	1	0.213618976	no_overlap
module_.565	set_size_50	0	50	34553	126	0.16683779	0.16683779	1	0.218390511	no_overlap
module_.1009	set_size_50	0	50	34553	66	0.091105484	0.091105484	1	0.213618976	no_overlap
module_.643	set_size_50	0	50	34553	51	0.071142271	0.071142271	1	0.213618976	no_overlap
module_.751	set_size_50	0	50	34553	21	0.029918237	0.029918237	1	0.213618976	no_overlap
module_.871	set_size_50	0	50	34553	156	0.202348987	0.202348987	1	0.231255986	no_overlap
module_.733	set_size_50	0	50	34553	145	0.189503886	0.189503886	1	0.229079811	no_overlap
module_.823	set_size_50	1	50	34553	168	0.024647334	0.024647334	1	0.213618976	CASP3
module_.925	set_size_50	0	50	34553	188	0.238592784	0.238592784	1	0.254498969	no_overlap
module_.919	set_size_50	0	50	34553	147	0.191854342	0.191854342	1	0.229079811	no_overlap
module_.973	set_size_50	0	50	34553	119	0.158331494	0.158331494	1	0.218388268	no_overlap
module_.679	set_size_50	0	50	34553	66	0.091105484	0.091105484	1	0.213618976	no_overlap
module_.399	set_size_50	0	50	34553	31	0.043854953	0.043854953	1	0.213618976	no_overlap
module_.655	set_size_50	0	50	34553	89	0.120901748	0.120901748	1	0.213618976	no_overlap
module_.787	set_size_50	0	50	34553	49	0.068448252	0.068448252	1	0.213618976	no_overlap
module_.577	set_size_50	0	50	34553	128	0.169252646	0.169252646	1	0.218390511	no_overlap
module_.775	set_size_50	1	50	34553	87	0.007078141	0.007078141	0.56625129	0.18875043	FAH
module_.889	set_size_50	0	50	34553	84	0.114506844	0.114506844	1	0.213618976	no_overlap
module_.727	set_size_50	0	50	34553	89	0.120901748	0.120901748	1	0.213618976	no_overlap
module_.895	set_size_50	0	50	34553	90	0.122175286	0.122175286	1	0.213618976	no_overlap
module_.625	set_size_50	1	50	34553	158	0.021991606	0.021991606	1	0.213618976	BMP2
module_.601	set_size_50	0	50	34553	88	0.119626398	0.119626398	1	0.213618976	no_overlap
module_.967	set_size_50	0	50	34553	239	0.293046502	0.293046502	1	0.296755951	no_overlap
module_.883	set_size_50	0	50	34553	100	0.13481164	0.13481164	1	0.213618976	no_overlap
module_.583	set_size_50	0	50	34553	108	0.144792218	0.144792218	1	0.213618976	no_overlap
module_.847	set_size_50	0	50	34553	88	0.119626398	0.119626398	1	0.213618976	no_overlap
module_.793	set_size_50	0	50	34553	156	0.202348987	0.202348987	1	0.231255986	no_overlap
module_.661	set_size_50	0	50	34553	114	0.152203521	0.152203521	1	0.213618976	no_overlap
module_.739	set_size_50	0	50	34553	143	0.187146732	0.187146732	1	0.229079811	no_overlap
module_.907	set_size_50	1	50	34553	167	0.024376098	0.024376098	1	0.213618976	MXI1
module_.853	set_size_50	0	50	34553	113	0.15097269	0.15097269	1	0.213618976	no_overlap
module_.961	set_size_50	0	50	34553	66	0.091105484	0.091105484	1	0.213618976	no_overlap
module_.649	set_size_50	0	50	34553	81	0.110648044	0.110648044	1	0.213618976	no_overlap
module_.1027	set_size_50	0	50	34553	59	0.081842201	0.081842201	1	0.213618976	no_overlap
module_.589	set_size_50	0	50	34553	69	0.095047368	0.095047368	1	0.213618976	no_overlap
module_.931	set_size_50	0	50	34553	137	0.180034888	0.180034888	1	0.228615731	no_overlap
module_.595	set_size_50	0	50	34553	184	0.234152132	0.234152132	1	0.25313744	no_overlap
module_.1003	set_size_50	0	50	34553	146	0.19067995	0.19067995	1	0.229079811	no_overlap
module_.703	set_size_50	0	50	34553	259	0.313342641	0.313342641	1	0.313342641	no_overlap
module_.757	set_size_50	0	50	34553	199	0.250674872	0.250674872	1	0.263868286	no_overlap
module_.829	set_size_50	0	50	34553	46	0.064392861	0.064392861	1	0.213618976	no_overlap
module_.955	set_size_50	0	50	34553	108	0.144792218	0.144792218	1	0.213618976	no_overlap
module_.667	set_size_50	0	50	34553	48	0.067098373	0.067098373	1	0.213618976	no_overlap
module_.859	set_size_50	0	50	34553	108	0.144792218	0.144792218	1	0.213618976	no_overlap
module_.817	set_size_50	1	50	34553	132	0.015698192	0.015698192	1	0.213618976	HERC5
module_.991	set_size_50	0	50	34553	165	0.21271004	0.21271004	1	0.239673284	no_overlap
module_.943	set_size_50	1	50	34553	192	0.031521053	0.031521053	1	0.213618976	NGLY1
module_.613	set_size_50	0	50	34553	108	0.144792218	0.144792218	1	0.213618976	no_overlap
module_.769	set_size_50	0	50	34553	107	0.143550843	0.143550843	1	0.213618976	no_overlap
module_.715	set_size_50	0	50	34553	128	0.169252646	0.169252646	1	0.218390511	no_overlap
module_.949	set_size_50	0	50	34553	54	0.075168989	0.075168989	1	0.213618976	no_overlap
module_.673	set_size_50	0	50	34553	67	0.092421312	0.092421312	1	0.213618976	no_overlap
module_.913	set_size_50	0	50	34553	113	0.15097269	0.15097269	1	0.213618976	no_overlap
module_.691	set_size_50	0	50	34553	182	0.231922299	0.231922299	1	0.25313744	no_overlap
module_.811	set_size_50	0	50	34553	155	0.201189543	0.201189543	1	0.231255986	no_overlap
module_.841	set_size_50	0	50	34553	114	0.152203521	0.152203521	1	0.213618976	no_overlap
module_.901	set_size_50	0	50	34553	207	0.259343633	0.259343633	1	0.269301554	no_overlap
module_.1021	set_size_50	0	50	34553	210	0.262569015	0.262569015	1	0.269301554	no_overlap
module_.835	set_size_50	0	50	34553	35	0.049374531	0.049374531	1	0.213618976	no_overlap
module_.985	set_size_50	0	50	34553	51	0.071142271	0.071142271	1	0.213618976	no_overlap
module_.607	set_size_50	0	50	34553	96	0.129778636	0.129778636	1	0.213618976	no_overlap
module_.685	set_size_50	1	50	34553	203	0.03489612	0.03489612	1	0.213618976	PRKAG1
module_.979	set_size_800	5	800	33803	84	0.013284029	0.013284029	1	0.732148987	"NPC2, SNN, KLF11, FOS, IFI30"
module_.571	set_size_800	0	800	33803	46	0.659277385	0.659277385	1	0.894006922	no_overlap
module_.721	set_size_800	1	800	33803	97	0.659559225	0.659559225	1	0.894006922	TCN1
module_.619	set_size_800	1	800	33803	79	0.548097016	0.548097016	1	0.894006922	PTGDS
module_.877	set_size_800	0	800	33803	64	0.776511094	0.776511094	1	0.912167352	no_overlap
module_.799	set_size_800	3	800	33803	59	0.047531993	0.047531993	1	0.865121036	"SLC9A3R1, ANXA1, GIMAP6"
module_.763	set_size_800	5	800	33803	111	0.044297969	0.044297969	1	0.865121036	"EHD4, ARHGAP26, ITGAM, PDLIM5, GALC"
module_.559	set_size_800	0	800	33803	35	0.559165689	0.559165689	1	0.894006922	no_overlap
module_.997	set_size_800	1	800	33803	55	0.364267469	0.364267469	1	0.894006922	LAIR2
module_.637	set_size_800	0	800	33803	53	0.710805932	0.710805932	1	0.894006922	no_overlap
module_.937	set_size_800	7	800	33803	203	0.100266258	0.100266258	1	0.89125563	"ZNF41, SSX3, SLC3A1, XLKD1, PRSS21, HIST1H2BO, SMUG1"
module_.781	set_size_800	3	800	33803	127	0.338253851	0.338253851	1	0.894006922	"HTR3A, GTF2IRD1, DPP6"
module_.1015	set_size_800	5	800	33803	172	0.208927111	0.208927111	1	0.894006922	"CIZ1, XRCC2, PVT1, POLG, SLC38A4"
module_.745	set_size_800	3	800	33803	105	0.225431207	0.225431207	1	0.894006922	"ZDHHC11, TSPAN2, FLJ22531"
module_.697	set_size_800	1	800	33803	88	0.606817847	0.606817847	1	0.894006922	RGS12
module_.709	set_size_800	0	800	33803	45	0.651202911	0.651202911	1	0.894006922	no_overlap
module_.865	set_size_800	0	800	33803	52	0.703951165	0.703951165	1	0.894006922	no_overlap
module_.631	set_size_800	3	800	33803	80	0.114324547	0.114324547	1	0.894006922	"TP53TG3, OSBPL1A, PSPH"
module_.805	set_size_800	0	800	33803	79	0.842760607	0.842760607	1	0.912737049	no_overlap
module_.565	set_size_800	3	800	33803	126	0.333009097	0.333009097	1	0.894006922	"DYRK4, SEMA3D, CAPN3"
module_.1009	set_size_800	1	800	33803	66	0.452999045	0.452999045	1	0.894006922	THBD
module_.643	set_size_800	1	800	33803	51	0.330593724	0.330593724	1	0.894006922	PGD
module_.751	set_size_800	0	800	33803	21	0.388200745	0.388200745	1	0.894006922	no_overlap
module_.871	set_size_800	6	800	33803	156	0.071052017	0.071052017	1	0.865121036	"TBL2, ADORA2B, CCPG1, LAMP2, KLHL7, ARF3"
module_.733	set_size_800	4	800	33803	145	0.245319782	0.245319782	1	0.894006922	"SMAD5, CCDC6, SERPINB1, E2F3"
module_.823	set_size_800	4	800	33803	168	0.348181979	0.348181979	1	0.894006922	"CASP3, ACADM, MTHFD1, CNIH"
module_.925	set_size_800	3	800	33803	188	0.634577238	0.634577238	1	0.894006922	"GRHPR, TXNDC9, ATP5H"
module_.919	set_size_800	4	800	33803	147	0.253975111	0.253975111	1	0.894006922	"SSRP1, PDCD11, FBXO5, MPP5"
module_.973	set_size_800	0	800	33803	119	0.938475609	0.938475609	1	0.938475609	no_overlap
module_.679	set_size_800	4	800	33803	66	0.018303725	0.018303725	1	0.732148987	"SLC25A15, NRIP1, ROBO1, WEE1"
module_.399	set_size_800	0	800	33803	31	0.515885523	0.515885523	1	0.894006922	no_overlap
module_.655	set_size_800	4	800	33803	89	0.055596303	0.055596303	1	0.865121036	"HIST1H2BD, SLC29A1, CKAP2, TIMELESS"
module_.787	set_size_800	0	800	33803	49	0.682397803	0.682397803	1	0.894006922	no_overlap
module_.577	set_size_800	2	800	33803	128	0.570573274	0.570573274	1	0.894006922	"HIST1H3D, THAP10"
module_.775	set_size_800	2	800	33803	87	0.326425286	0.326425286	1	0.894006922	"FAH, NME4"
module_.889	set_size_800	3	800	33803	84	0.130154236	0.130154236	1	0.894006922	"CLIC2, PCTP, BCL2L1"
module_.727	set_size_800	1	800	33803	89	0.612972277	0.612972277	1	0.894006922	HBQ1
module_.895	set_size_800	0	800	33803	90	0.87850941	0.87850941	1	0.912737049	no_overlap
module_.625	set_size_800	5	800	33803	158	0.160562009	0.160562009	1	0.894006922	"BMP2, GPR157, HOXB6, EHD3, SPOCK3"
module_.601	set_size_800	0	800	33803	88	0.872675386	0.872675386	1	0.912737049	no_overlap
module_.967	set_size_800	4	800	33803	239	0.650023911	0.650023911	1	0.894006922	"GPR172A, MPG, NGB, EXOSC4"
module_.883	set_size_800	1	800	33803	100	0.675831815	0.675831815	1	0.894006922	DCP2
module_.583	set_size_800	2	800	33803	108	0.457071804	0.457071804	1	0.894006922	"ATP6V0B, RCOR1"
module_.847	set_size_800	2	800	33803	88	0.332763881	0.332763881	1	0.894006922	"TCEB2, NDUFC1"
module_.793	set_size_800	3	800	33803	156	0.487978854	0.487978854	1	0.894006922	"MAST3, KLF3, PXMP3"
module_.661	set_size_800	1	800	33803	114	0.74352834	0.74352834	1	0.894006922	POLDIP3
module_.739	set_size_800	1	800	33803	143	0.845963752	0.845963752	1	0.912737049	CTDSP2
module_.907	set_size_800	5	800	33803	167	0.191081963	0.191081963	1	0.894006922	"MXI1, MAFG, HEXIM1, TSG101, UBAP1"
module_.853	set_size_800	2	800	33803	113	0.486738427	0.486738427	1	0.894006922	"ADAM10, TREX1"
module_.961	set_size_800	0	800	33803	66	0.786744341	0.786744341	1	0.912167352	no_overlap
module_.649	set_size_800	1	800	33803	81	0.561662699	0.561662699	1	0.894006922	RNF141
module_.1027	set_size_800	0	800	33803	59	0.748730797	0.748730797	1	0.894006922	no_overlap
module_.589	set_size_800	3	800	33803	69	0.075698091	0.075698091	1	0.865121036	"B4GALT1, IL12A, HIP1R"
module_.931	set_size_800	4	800	33803	137	0.211556915	0.211556915	1	0.894006922	"UXS1, NR2C1, TRIM2, SNED1"
module_.595	set_size_800	3	800	33803	184	0.617792473	0.617792473	1	0.894006922	"RDH11, FANCA, SMARCE1"
module_.1003	set_size_800	1	800	33803	146	0.854107871	0.854107871	1	0.912737049	PIGA
module_.703	set_size_800	6	800	33803	259	0.391704495	0.391704495	1	0.894006922	"TAP2, ATP8B2, RIPK1, EML3, TBC1D19, PRKAB2"
module_.757	set_size_800	5	800	33803	199	0.313339131	0.313339131	1	0.894006922	"USP20, FAM63B, CSNK1G1, ECE1, FBXO42"
module_.829	set_size_800	0	800	33803	46	0.659277385	0.659277385	1	0.894006922	no_overlap
module_.955	set_size_800	0	800	33803	108	0.920354482	0.920354482	1	0.932004538	no_overlap
module_.667	set_size_800	2	800	33803	48	0.099286159	0.099286159	1	0.89125563	"ITK, IL7R"
module_.859	set_size_800	2	800	33803	108	0.457071804	0.457071804	1	0.894006922	"CDC14B, ACVR2A"
module_.817	set_size_800	2	800	33803	132	0.59145285	0.59145285	1	0.894006922	"HERC5, ANXA11"
module_.991	set_size_800	4	800	33803	165	0.334482424	0.334482424	1	0.894006922	"ZDHHC18, PSCD4, FAM49B, BRD2"
module_.943	set_size_800	3	800	33803	192	0.650878124	0.650878124	1	0.894006922	"NGLY1, CHKB, NDUFV2"
module_.613	set_size_800	1	800	33803	108	0.716135204	0.716135204	1	0.894006922	DFFB
module_.769	set_size_800	2	800	33803	107	0.45105055	0.45105055	1	0.894006922	"ANKRD12, ADARB1"
module_.715	set_size_800	4	800	33803	128	0.175577629	0.175577629	1	0.894006922	"ARHGDIB, VPS4B, ARHGEF6, FNBP1"
module_.949	set_size_800	0	800	33803	54	0.717502177	0.717502177	1	0.894006922	no_overlap
module_.673	set_size_800	1	800	33803	67	0.460720112	0.460720112	1	0.894006922	DUSP1
module_.913	set_size_800	1	800	33803	113	0.739125702	0.739125702	1	0.894006922	LRRC8B
module_.691	set_size_800	4	800	33803	182	0.412237053	0.412237053	1	0.894006922	"ANXA8, PTPRU, BCL9, TRAF3IP2"
module_.811	set_size_800	1	800	33803	155	0.876235921	0.876235921	1	0.912737049	SKIV2L2
module_.841	set_size_800	2	800	33803	114	0.492577947	0.492577947	1	0.894006922	"TCF12, IMPA1"
module_.901	set_size_800	4	800	33803	207	0.523237714	0.523237714	1	0.894006922	"RNF138, TRAP1, NOL9, NISCH"
module_.1021	set_size_800	2	800	33803	210	0.866435514	0.866435514	1	0.912737049	"STAG1, CREBL1"
module_.835	set_size_800	0	800	33803	35	0.559165689	0.559165689	1	0.894006922	no_overlap
module_.985	set_size_800	0	800	33803	51	0.696934127	0.696934127	1	0.894006922	no_overlap
module_.607	set_size_800	0	800	33803	96	0.894457763	0.894457763	1	0.917392577	no_overlap
module_.685	set_size_800	2	800	33803	203	0.850970855	0.850970855	1	0.912737049	"PRKAG1, KPNA2"
